EgoID,AlterID,Completed_1,Completed_2,Completed_3,Completed_4,Completed_5,Completed_6,Last page seen_1,Last page seen_2,Last page seen_3,Last page seen_4,Last page seen_5,Last page seen_6,Number.alter_1,Number.alter_2,Number.alter_3,Number.alter_4,Number.alter_5,Number.alter_6,5.activities [act01]_1,5.activities [act01]_2,5.activities [act01]_3,5.activities [act01]_4,5.activities [act01]_5,5.activities [act01]_6,5.activities [act02]_1,5.activities [act02]_2,5.activities [act02]_3,5.activities [act02]_4,5.activities [act02]_5,5.activities [act02]_6,5.activities [act03]_1,5.activities [act03]_2,5.activities [act03]_3,5.activities [act03]_4,5.activities [act03]_5,5.activities [act03]_6,5.activities [act04]_1,5.activities [act04]_2,5.activities [act04]_3,5.activities [act04]_4,5.activities [act04]_5,5.activities [act04]_6,5.activities [act05]_1,5.activities [act05]_2,5.activities [act05]_3,5.activities [act05]_4,5.activities [act05]_5,5.activities [act05]_6,AlterPosition_1,AlterPosition_2,AlterPosition_3,AlterPosition_4,AlterPosition_5,AlterPosition_6,Gender_1,Gender_2,Gender_3,Gender_4,Gender_5,Gender_6,Notre.Dame_1,Notre.Dame_2,Notre.Dame_3,Notre.Dame_4,Notre.Dame_5,Notre.Dame_6,whatdorm_1,whatdorm_2,whatdorm_3,whatdorm_4,whatdorm_5,whatdorm_6,Alter.music_1,Alter.music_2,Alter.music_3,Alter.music_4,Alter.music_5,Alter.music_6,Alter.movies_1,Alter.movies_2,Alter.movies_3,Alter.movies_4,Alter.movies_5,Alter.movies_6,Alter.books_1,Alter.books_2,Alter.books_3,Alter.books_4,Alter.books_5,Alter.books_6,Alter.sports_1,Alter.sports_2,Alter.sports_3,Alter.sports_4,Alter.sports_5,Alter.sports_6,Alter.games_1,Alter.games_2,Alter.games_3,Alter.games_4,Alter.games_5,Alter.games_6,Alter.outdoor_1,Alter.outdoor_2,Alter.outdoor_3,Alter.outdoor_4,Alter.outdoor_5,Alter.outdoor_6,same.activities [act01]_1,same.activities [act01]_2,same.activities [act01]_3,same.activities [act01]_4,same.activities [act01]_5,same.activities [act01]_6,same.activities [act02]_1,same.activities [act02]_2,same.activities [act02]_3,same.activities [act02]_4,same.activities [act02]_5,same.activities [act02]_6,same.activities [act03]_1,same.activities [act03]_2,same.activities [act03]_3,same.activities [act03]_4,same.activities [act03]_5,same.activities [act03]_6,same.activities [act04]_1,same.activities [act04]_2,same.activities [act04]_3,same.activities [act04]_4,same.activities [act04]_5,same.activities [act04]_6,same.activities [act05]_1,same.activities [act05]_2,same.activities [act05]_3,same.activities [act05]_4,same.activities [act05]_5,same.activities [act05]_6,Rel.type_1,Rel.type_2,Rel.type_3,Rel.type_4,Rel.type_5,Rel.type_6,Rel.type.other_1,Rel.type.other_2,Rel.type.other_3,Rel.type.other_4,Rel.type.other_5,Rel.type.other_6,Closeness_1,Closeness_2,Closeness_3,Closeness_4,Closeness_5,Closeness_6,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Emotion [loving]_1,Emotion [loving]_2,Emotion [loving]_3,Emotion [loving]_4,Emotion [loving]_5,Emotion [loving]_6,Emotion [exciting]_1,Emotion [exciting]_2,Emotion [exciting]_3,Emotion [exciting]_4,Emotion [exciting]_5,Emotion [exciting]_6,Emotion [significant]_1,Emotion [significant]_2,Emotion [significant]_3,Emotion [significant]_4,Emotion [significant]_5,Emotion [significant]_6,subjective.similar_1,subjective.similar_2,subjective.similar_3,subjective.similar_4,subjective.similar_5,subjective.similar_6
50181,168964,NA,1/31/2012 17:14:00,5/18/2012 23:16:00,NA,1/22/2013 16:33:00,5/7/2013 20:01:02,NA,42,69,NA,70,44,NA,1,20,NA,15,20,NA,20031,33004,NA,21000,21000,NA,31020,31020,NA,27020,27020,NA,21003,27020,NA,33023,31020,NA,27020,21003,NA,34020,29003,NA,23040,27061,NA,27061,18012,NA,2,14,NA,8,18,NA,Female,Female,NA,Female,Female,NA,No relationship to ND,No relationship to ND,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,Somewhat,Very much,NA,Somewhat,NA,NA,Somewhat,Somewhat,NA,Somewhat,NA,NA,Not that much,Not that much,NA,Not that much,NA,NA,Not at all,Not that much,NA,Not that much,NA,NA,Not that much,Not that much,NA,Somewhat,NA,NA,Somewhat,Very much,NA,0,0,NA,1,1,NA,0,0,NA,1,1,NA,1,1,NA,0,0,NA,1,1,NA,0,0,NA,1,0,NA,1,1,NA,Friend,Friend,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,Especially close,Close,NA,6,4,NA,10,10,NA,1,1,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,1,1,NA,6,7,NA,6,6
50181,131464,NA,NA,NA,NA,NA,5/7/2013 20:01:02,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,NA,27020,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,29003,NA,NA,NA,NA,NA,18012,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,Did attend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6
50181,164779,8/22/2011 22:17:00,1/31/2012 17:14:00,5/18/2012 23:16:00,8/22/2011 22:17:07,1/22/2013 16:33:00,5/7/2013 20:01:02,47,42,69,47,70,44,7,1,20,7,15,20,29021,20031,33004,29021,21000,21000,21003,31020,31020,21003,27020,27020,16060,21003,27020,16060,33023,31020,34020,27020,21003,34020,34020,29003,27020,23040,27061,27020,27061,18012,14,20,9,14,2,4,Female,Female,Female,Female,Female,Female,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,Somewhat,Somewhat,NA,Somewhat,Very much,Very much,Somewhat,Not that much,NA,Somewhat,Somewhat,Somewhat,Somewhat,Not that much,NA,Somewhat,Not that much,Not that much,Not at all,Not at all,NA,Not at all,Not at all,Not at all,Somewhat,Not at all,NA,Somewhat,Not at all,Not at all,Somewhat,Not that much,NA,Somewhat,Somewhat,Not that much,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Parent,Parent,Parent,Parent,Parent,Parent,NA,NA,NA,NA,NA,NA,Especially close,Especially close,Especially close,Especially close,Especially close,Especially close,19,19,20,19,20,20,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,NA,6,7,NA,6,5
50181,158654,NA,1/31/2012 17:14:00,5/18/2012 23:16:00,NA,NA,5/7/2013 20:01:02,NA,42,69,NA,NA,44,NA,1,20,NA,NA,20,NA,20031,33004,NA,NA,21000,NA,31020,31020,NA,NA,27020,NA,21003,27020,NA,NA,31020,NA,27020,21003,NA,NA,29003,NA,23040,27061,NA,NA,18012,NA,18,18,NA,NA,16,NA,Female,NA,NA,NA,Female,NA,No relationship to ND,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,Very much,NA,Very much,NA,NA,NA,Very much,NA,Not that much,NA,NA,NA,Not at all,NA,Not that much,NA,NA,NA,Not at all,NA,Not at all,NA,NA,NA,Not at all,NA,Not that much,NA,NA,NA,Somewhat,NA,0,1,NA,NA,1,NA,0,0,NA,NA,1,NA,1,1,NA,NA,0,NA,1,1,NA,NA,0,NA,0,1,NA,NA,1,NA,Sibling,Other family,NA,NA,Other family,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,NA,Especially close,NA,8,10,NA,NA,16,NA,0,1,NA,NA,1,NA,0,0,NA,NA,0,NA,1,0,NA,NA,1,NA,4,6,NA,NA,6
50181,124056,NA,1/31/2012 17:14:00,5/18/2012 23:16:00,NA,NA,NA,NA,42,69,NA,NA,NA,NA,1,20,NA,NA,NA,NA,20031,33004,NA,NA,NA,NA,31020,31020,NA,NA,NA,NA,21003,27020,NA,NA,NA,NA,27020,21003,NA,NA,NA,NA,23040,27061,NA,NA,NA,NA,9,12,NA,NA,NA,NA,Male,Male,NA,NA,NA,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,Close,NA,NA,NA,NA,8,10,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,4,5,NA,NA,NA
50181,123140,NA,NA,NA,NA,NA,5/7/2013 20:01:02,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,NA,27020,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,29003,NA,NA,NA,NA,NA,18012,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,Are attending,NA,NA,NA,NA,NA,212,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5
50181,192705,NA,NA,NA,NA,NA,5/7/2013 20:01:02,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,NA,27020,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,29003,NA,NA,NA,NA,NA,18012,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,Are attending,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4
50181,121322,8/22/2011 22:17:00,NA,NA,8/22/2011 22:17:07,NA,NA,47,NA,NA,47,NA,NA,7,NA,NA,7,NA,NA,29021,NA,NA,29021,NA,NA,21003,NA,NA,21003,NA,NA,16060,NA,NA,16060,NA,NA,34020,NA,NA,34020,NA,NA,27020,NA,NA,27020,NA,NA,7,NA,NA,7,NA,NA,Female,NA,NA,Female,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Not that much,NA,NA,Not that much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,NA,NA,5,NA,NA,5,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
50181,128068,NA,1/31/2012 17:14:00,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,20031,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,21003,NA,NA,NA,NA,NA,27020,NA,NA,NA,NA,NA,23040,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,Are attending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Not at all,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
50181,174472,8/22/2011 22:17:00,NA,NA,8/22/2011 22:17:07,NA,NA,47,NA,NA,47,NA,NA,7,NA,NA,7,NA,NA,29021,NA,NA,29021,NA,NA,21003,NA,NA,21003,NA,NA,16060,NA,NA,16060,NA,NA,34020,NA,NA,34020,NA,NA,27020,NA,NA,27020,NA,NA,15,NA,NA,15,NA,NA,Female,NA,NA,Female,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,Very much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,NA,NA,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
50181,121594,8/22/2011 22:17:00,NA,NA,8/22/2011 22:17:07,NA,NA,47,NA,NA,47,NA,NA,7,NA,NA,7,NA,NA,29021,NA,NA,29021,NA,NA,21003,NA,NA,21003,NA,NA,16060,NA,NA,16060,NA,NA,34020,NA,NA,34020,NA,NA,27020,NA,NA,27020,NA,NA,9,NA,NA,9,NA,NA,Male,NA,NA,Male,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,NA,NA,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
50181,160337,NA,NA,5/18/2012 23:16:00,NA,1/22/2013 16:33:00,5/7/2013 20:01:02,NA,NA,69,NA,70,44,NA,NA,20,NA,15,20,NA,NA,33004,NA,21000,21000,NA,NA,31020,NA,27020,27020,NA,NA,27020,NA,33023,31020,NA,NA,21003,NA,34020,29003,NA,NA,27061,NA,27061,18012,NA,NA,2,NA,13,17,NA,NA,Female,NA,Female,Female,NA,NA,Are attending,NA,No relationship to ND,Are attending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,Somewhat,NA,NA,NA,NA,Not that much,Somewhat,NA,NA,NA,NA,Somewhat,Somewhat,NA,NA,NA,NA,Not that much,Not at all,NA,NA,NA,NA,Not that much,Not at all,NA,NA,NA,NA,Somewhat,Somewhat,NA,NA,0,NA,1,1,NA,NA,0,NA,0,0,NA,NA,0,NA,1,0,NA,NA,1,NA,0,0,NA,NA,0,NA,1,0,NA,NA,Friend,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,Close,Close,NA,NA,0.5,NA,1,1.5,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,NA,NA,1,NA,1,1,NA,NA,7,NA,5,5
50181,170615,NA,1/31/2012 17:14:00,5/18/2012 23:16:00,NA,1/22/2013 16:33:00,5/7/2013 20:01:02,NA,42,69,NA,70,44,NA,1,20,NA,15,20,NA,20031,33004,NA,21000,21000,NA,31020,31020,NA,27020,27020,NA,21003,27020,NA,33023,31020,NA,27020,21003,NA,34020,29003,NA,23040,27061,NA,27061,18012,NA,7,4,NA,4,15,NA,Male,Male,NA,Male,Male,NA,No relationship to ND,No relationship to ND,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,Not that much,NA,NA,Not that much,Somewhat,NA,Somewhat,NA,NA,Not that much,Somewhat,NA,Not that much,NA,NA,Not at all,Somewhat,NA,Somewhat,NA,NA,Not at all,Not at all,NA,Not at all,NA,NA,Not that much,Not that much,NA,Not that much,NA,NA,Somewhat,Somewhat,NA,0,1,NA,1,1,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,1,NA,0,0,NA,1,0,NA,Friend,Friend,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,Especially close,Especially close,NA,8,10,NA,12,12,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,1,0,NA,1,1,NA,6,7,NA,6,6
50181,116913,NA,1/31/2012 17:14:00,5/18/2012 23:16:00,NA,NA,NA,NA,42,69,NA,NA,NA,NA,1,20,NA,NA,NA,NA,20031,33004,NA,NA,NA,NA,31020,31020,NA,NA,NA,NA,21003,27020,NA,NA,NA,NA,27020,21003,NA,NA,NA,NA,23040,27061,NA,NA,NA,NA,15,3,NA,NA,NA,NA,Male,Male,NA,NA,NA,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,Close,NA,NA,NA,NA,2,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,4,6,NA,NA,NA
50181,142217,NA,NA,NA,NA,NA,5/7/2013 20:01:02,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,NA,27020,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,29003,NA,NA,NA,NA,NA,18012,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Acquaintance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than close,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4
50181,145405,NA,1/31/2012 17:14:00,5/18/2012 23:16:00,NA,NA,5/7/2013 20:01:02,NA,42,69,NA,NA,44,NA,1,20,NA,NA,20,NA,20031,33004,NA,NA,21000,NA,31020,31020,NA,NA,27020,NA,21003,27020,NA,NA,31020,NA,27020,21003,NA,NA,29003,NA,23040,27061,NA,NA,18012,NA,19,11,NA,NA,5,NA,Female,Female,NA,NA,Female,NA,No relationship to ND,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,NA,Very much,NA,Somewhat,NA,NA,NA,Very much,NA,Not that much,NA,NA,NA,Not at all,NA,Not that much,NA,NA,NA,Not at all,NA,Not at all,NA,NA,NA,Not at all,NA,Somewhat,NA,NA,NA,Somewhat,NA,1,0,NA,NA,1,NA,0,0,NA,NA,0,NA,0,0,NA,NA,0,NA,0,1,NA,NA,0,NA,0,1,NA,NA,0,NA,Friend,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,NA,Especially close,NA,2,2,NA,NA,2,NA,1,1,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,NA,NA,1,NA,6,8,NA,NA,7
50181,167032,8/22/2011 22:17:00,1/31/2012 17:14:00,NA,8/22/2011 22:17:07,NA,NA,47,42,NA,47,NA,NA,7,1,NA,7,NA,NA,29021,20031,NA,29021,NA,NA,21003,31020,NA,21003,NA,NA,16060,21003,NA,16060,NA,NA,34020,27020,NA,34020,NA,NA,27020,23040,NA,27020,NA,NA,4,5,NA,4,NA,NA,Female,Female,NA,Female,NA,NA,No relationship to ND,No relationship to ND,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Very much,Very much,NA,Very much,NA,NA,Somewhat,Somewhat,NA,Somewhat,NA,NA,Very much,Somewhat,NA,Very much,NA,NA,Not that much,Not that much,NA,Not that much,NA,NA,Somewhat,Not at all,NA,Somewhat,NA,NA,Somewhat,Not that much,NA,Somewhat,NA,NA,1,0,NA,1,NA,NA,1,1,NA,1,NA,NA,0,1,NA,0,NA,NA,0,0,NA,0,NA,NA,1,1,NA,1,NA,NA,Friend,Friend,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,Especially close,NA,Close,NA,NA,10,5,NA,10,NA,NA,0,1,NA,0,NA,NA,0,0,NA,0,NA,NA,1,0,NA,1,NA,NA,NA,6,NA,NA,NA,NA
50181,145246,8/22/2011 22:17:00,1/31/2012 17:14:00,5/18/2012 23:16:00,8/22/2011 22:17:07,1/22/2013 16:33:00,5/7/2013 20:01:02,47,42,69,47,70,44,7,1,20,7,15,20,29021,20031,33004,29021,21000,21000,21003,31020,31020,21003,27020,27020,16060,21003,27020,16060,33023,31020,34020,27020,21003,34020,34020,29003,27020,23040,27061,27020,27061,18012,20,1,5,20,3,2,Male,Male,Male,Male,Male,Male,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,Very much,Somewhat,NA,Very much,Not that much,Somewhat,Somewhat,Very much,NA,Somewhat,Very much,Very much,Not at all,Not that much,NA,Not at all,Not at all,Not at all,Not that much,Somewhat,NA,Not that much,Not at all,Not that much,Somewhat,Somewhat,NA,Somewhat,Somewhat,Somewhat,Not that much,Not that much,NA,Not that much,Not that much,Not that much,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,Friend,Friend,Friend,Friend,Friend,Friend,NA,NA,NA,NA,NA,NA,Especially close,Especially close,Especially close,Especially close,Especially close,Especially close,5,4,5,5,5,6,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,NA,7,8,NA,7,7
50181,191560,NA,NA,NA,NA,NA,5/7/2013 20:01:02,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,NA,27020,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,29003,NA,NA,NA,NA,NA,18012,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,Are attending,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,Not at all,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5
50181,110249,NA,NA,NA,NA,NA,5/7/2013 20:01:02,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,NA,27020,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,29003,NA,NA,NA,NA,NA,18012,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,Are attending,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4
